Review ID,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,IATA CODE
10119,Frontier Airlines,1,"""Never flying with them again""",16th July 2023,False,"  Flight got delayed when I was flying to DR for an hour, and then on the way back it got advanced by 30 minutes. Barely made it onto my flight and they never called my name. After the flight back to Miami, we got all the way to baggage claim and had to wait about 3 hours because Frontier lost everyone's bags and doesn't know where they are. The rep said that the airlines ""misplaced"" the bags and they had to be flown back. Imagine branding your airline company as being really good with traveling experiences, and losing the bags, making everyone wait two hours get it back. Never flying with them again and I'm gonna make sure people know not to fly with them either.",,Solo Leisure,Economy Class,Punta Cana to Miami,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10120,Frontier Airlines,1,"""by far the worst airline""",16th July 2023,False,"  Frontier is by far the worst airline and doesn't deserve a place in the sky! Management should hurry up and sell this company to another firm who will actually take this airline, and indirectly, people's lives serious. I was set to head back home when I got an email stating that my flight has been canceled. The issue is that Frontier does nothing to accommodate canceled flights and expects flyers to just be ok with this. We the people need to boycott this type of behavior, as we all are experiencing the same thing but we continue to patronize the airline. I will never fly Frontier again in my life. You all should be ashamed (which I know you all could give two nuts) at how you all are running your operation.",,Business,Economy Class,New York to Atlanta,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10121,Frontier Airlines,1,"""extremely horrible""",16th July 2023,False, Thieves! Double charged me for my seats during the transaction for a payment for my carryon. I was supposed to get charged $79 but was charged $129; staff member advised me to take it up with corporate. I Felt like I was just robbed. I will never fly with them again extremely horrible.,,Solo Leisure,Economy Class,Portland to Dallas,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10122,Frontier Airlines,1,"""No customer service reps""",16th July 2023,False," I'm never flying this airline, ever again. I'd pay $150 more per ticket to get better service and convenience. They charged me $200 for my son's carry on bag? $100 to get it from AUS to DEN then another $100 to get it from DEN to MKE. That's $50 more than the price of his ticket. No customer service reps to speak too. Seat was hard, small, uncomfortable. Screw this company. NEVER again.",,Family Leisure,Economy Class,Austin to Milwaukee via Denver,2023-07-01,1.0,3.0,,1.0,,,1.0,no,F9
10123,Frontier Airlines,1,"""no person to speak too""",15th July 2023,False," I of course had to book my ticket online, it kept charging me for a checked bag as well as a carry on, I tried several times to remove the bags. I was charged an additional $50.00 for checked baggage which I did not want or need. I could not go any further without paying for the unwanted bags. Of course there is no person to speak too. When I finally was able to chat I was informed that they could not refund the bags and that I needed to inform them at the airport. This is not truthful, they will give you a website that you never hear anything from. I have been flying frontier for 7 years almost 8, this it. When their flights aren't full they charge you for your personal item. I have had the same bag that I have used forever, when the flights aren't full I am charged for the bag. Frontier should truly be ashamed of their selves treating loyal customers this way. Customer Service has gone straight out the window.",,Solo Leisure,Economy Class,Tampa to New York,2023-07-01,3.0,2.0,1.0,1.0,,,1.0,no,F9
10124,Frontier Airlines,1,"""not cheap and a complete headache""",15th July 2023,False," Even when the initial price made this look as a good option, at the end it was not cheap and it was a complete headache. When searching for a flight I found the prices posted as very attractive, later on I found that this airline charges extra for everything. If you want assistance at the check-in counter (not automated) you have to pay extra, they charge for a carry-on, meaning everything you might have in your hands have to pay extra, if you check-in your luggage, you will have to pay and then suffer the terrible customer service at the counter. The lines are so slow that it almost made me lose my flight. They charge if you want to select a seat, they charge for water, nothing is free here and at the end the cost of the flight was very similar as Delta. Donâ€™t be fooled, this airline is not the deal you think you are going to get. On the other hand, where are the rights of the consumers?",,Solo Leisure,Economy Class,Atlanta to Cancun,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10125,Frontier Airlines,1,"""first and will be the last flight""",15th July 2023,False," My first and will be the last flight with them. Going back to Chicago is a nightmare with this airlines. Our flight was delayed for 4x then cancelled for the next day. Weâ€™re in the airport from 12 noon until 10 pm and just imagine we have 3 kids with us and no any supervisor or no contact so we can asked whatâ€™s really the problem. They just gave a 15$ voucher and when they gave the fast food near to close and when they confirmed that the flight was cancelled for tomorrow they didnâ€™t gave us a free hotel accommodation and we even spent 200$ for the hotel room. They donâ€™t even care about their passengers. Itâ€™s the worst worst worst airlines and Iâ€™m telling you all the passengers will not recommend this airlines and that will be our first and last flight with them. Kids got sick and me actually is sick due to stress, fatigue and so so tired. Not Frontier again. You are worst.",,Family Leisure,Economy Class,Punta Cana to Chicago,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10126,Frontier Airlines,1,"""simply cannot be trusted""",14th July 2023,True," I recently had the unfortunate experience of dealing with Frontier Airlines, and let me tell you, it was an absolute nightmare from start to finish. The pinnacle of their incompetence came in the form of a tardy email, attempting to apologize for their abysmal service. Frontier Airlines' late apology email is merely a feeble attempt to pacify disgruntled customers who have suffered through their abysmal service. Their claim to strive for the ""best travel experience possible"" is nothing short of a hollow marketing slogan. If you value your time, money, and sanity, I strongly recommend avoiding Frontier Airlines at all costs and strongly advise against choosing Frontier Airlines. Their empty promises, lengthy refund timelines, and overall incompetence make them an airline that simply cannot be trusted.",,Couple Leisure,Economy Class,Phoenix to Detroit,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10127,Frontier Airlines,2,"""has been a disaster""",14th July 2023,True," On 10 Jul 2023 on my return trip (Flt 96 SDQ-SJU) from a weekend family wedding at Dom Republic my checked luggage was mysteriously lost after it being personally check in at the counter and received by a Frontier agent at SDQ. The checked suitcase was checked under one of my in-laws who was part of our traveling party assisting a family wedding at SDQ. The party consisted of 3. All of our wedding and dressing attires were in this bag. Most items hold a high sentimental value aside from the incur cost of the items purchased to assist our family event. To this date we have not received any news after a file claim as to the whereabouts of our belongings or status of the same. Our stay in San Juan, Puerto Rico has been a disaster because of this Airlineâ€™s irresponsibility of managing personal property and keeping passengers informed of the process. No one else's personal property(ies) were lost except ours. This was a full one legged flight from SDQ to SJU. We are currently staying at La Concha Hotel in San Juan, PR with a return date back home to Florida, USA on July 15. We still have no news or information regarding our bag to this date.",,Family Leisure,Economy Class,Santo Domingo to San Juan,2023-07-01,2.0,3.0,,2.0,,,3.0,no,F9
10128,Frontier Airlines,1,"""airline has no customer service""",14th July 2023,False,"  Absolutely horrible. This airline has no customer service. They got rid of their phone number. Everything is automatic thru a website. So the flight was several hours late. I missed my connection. No refund was issued. Then the return had to be changed. I was charged both a charge fee for 99 dollars and a cancellation fee for 99 dollars. They double dipped and would not refund even one of the fees. I would have been ok with either a change fee or a cancellation fee but not both. So then I bought a whole new ticket so I actually paid them 3 times for the flight. In summary, an original 112 dollar ticket became over a 400 dollar ticket. It would have been cheaper to just use a reputable airline like American. On top of all that they stuck me in the middle seat. Now once again I tried booking a new flight with them and they cancelled the 9 pm flight and offered me a 6 am flight. That did not work with my schedule. They also cancelled the return. So this airline advertises routes and schedules but when they do not meet their passenger quota, they just cancel the flights to stay profitable. The hell with the actual people who fly them. Never ever again. Spirit has better customer service than Frontier and that is really saying something.",,Solo Leisure,Economy Class,Philadelphia to Fort Lauderdale,2023-07-01,1.0,1.0,1.0,1.0,,1.0,1.0,no,F9
10129,Frontier Airlines,2,"""horrible plane ride""",13th July 2023,True,"  First time traveling frontier. Horrible, plane schedule was changes twice. Nowhere to call and check. No customer service. The seats are so uncomfortable. Frontier does not give free drink and has NO Wi-Fi very uncomfortable seats. You cannot sit with your partner - horrible, horrible plane ride. I will not fly this airline again, and I will not recommend it to anyone again.",,Family Leisure,Economy Class,Chicago to Denver ,2023-07-01,1.0,2.0,,2.0,,,1.0,no,F9
10130,Frontier Airlines,1,"""We will never fly Frontier again""",13th July 2023,False,"  My family had pre-purchased tickets departing West Palm Beach Sunday, July 9th at 8:46PM. As we were arriving at the airport at about 6:00 we received word that our flight was cancelled. We were told that we could not get another flight out of W. Palm Beach until Thursday, 7/13. We were handed a card that we could use to process a refund. The person at the ticket counter was working alone, and, since her terminal was not working was unable to help us other than to tell us we would have to find another flight ourselves. She phoned a superior several times asking for someone to come help her with the long line of angry customers that had, by now formed behind us. No one showed up. We eventually went on-line with our cell phones and determined that there was a flight leaving from Orlando Tuesday 7/11 and we booked flights. That meant we had to rent two cars, drive to Orlando, and then rent two hotel rooms for two nights. The flight that we booked leaving Orlando at 10:30AM was delayed multiple times, the last time because they needed to get a refreshed crew member to the airport, did not leave until after 11:00 PM Tuesday night. We will never fly Frontier again and we are now on a mission to let everyone else know that Frontier's customer service goals are to provide as little service to as few people as possible.",A321,Family Leisure,Economy Class,Orlando to Philadelphia,2023-07-01,1.0,1.0,1.0,1.0,1.0,,1.0,no,F9
10131,Frontier Airlines,1,"""I will never fly frontier again""",13th July 2023,True,"  This is the worst airline ever! The people at the counter were rude, if I remember correctly, most airlines have a 50 pound weight limit on a checked in bag, frontier is 40 pounds and if itâ€™s 1 pound overweight itâ€™s an extra $75. The guy at the counter said â€œOK well I will take your bag off of your hands for $155â€. Tickets might be a little cheaper on this airline but trust me they get you in the end.  If you want to choose your seat, itâ€™s anywhere from $40-$65, if not, they assign a seat for you randomly. We had a 6:00 AM flight and TSA did not open up until five it took over an hour to get through security, which is not the airlines fault, but then we had to run for the plane and barely made it on. If you donâ€™t check in at least 24 hours before the flight online, they will not check you in. There was a gentleman at the counter next to us that had the same flight as us but he did not check online and they bumped him to the next flight , thatâ€™s horrible! We did a lot of traveling this summer, and flew several major airlines, and had no issues with any of them. I will never fly frontier again, you wonâ€™t save any money, it will end up costing you more in the long run for horrible service!",,Family Leisure,Economy Class,Phoenix to Austin via Las Vegas,2023-07-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no,F9
10132,Frontier Airlines,1,"""never fly Frontier Airlines again""",13th July 2023,False,"  Cancelled with No Explanation. Flight 2936 leaving San diego june 28 Wednesday, Arriving in Phoenix June 29 Thursday. First it was delayed once for approximately 45 minutes then received another email it was being delayed for another 35 minutes! Then after waiting for an extra 2 hours, Intercom came on And Said Flight 2936 was Canceled. Head downstairs to rebook. But they forgot to Mention the next Available Flight to Phoenix was 2 days later On Saturday July 1st. Had to rent a car & get Hotel room that night $600.00 later. I will never fly Frontier Airlines again.",,Family Leisure,Economy Class,San Diego to Phoenix,2023-06-01,,,,1.0,,,1.0,no,F9
10133,Frontier Airlines,1,"""Absolutely terrible experience""",13th July 2023,True,  Absolutely terrible. This was my first time flying and ruined our vacation. The first flight was delayed many times then cancelled. Then the next it was delayed twice we finally got on and after an hour of flying had to turn around. Then we waited another three hours to find out it was cancelled. It then took another four hours to get our bags. Absolutely terrible experience. Will never fly again with them.,,Couple Leisure,Economy Class,Philadelphia to Cancun,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10134,Frontier Airlines,1,Frontier Airlines customer review,12th July 2023,False,  I booked this flight a month ago to see my brother on military leave. They delayed 4 times. Then canceled the flight. They provided no other options and gave us a 100 dollar voucher. Flights to Buffalo are $1000 at this time. It's meaningless and I'll never fly with Frontier again.,,Solo Leisure,Economy Class,Houston to Buffalo,2023-07-01,,,,1.0,,,1.0,no,F9
10135,Frontier Airlines,1,"""I would never fly Frontier again""",12th July 2023,True,  I would never fly Frontier again. My flight was delayed. My connecting flight was canceled. They lost my bag itâ€™s not worth even if it was free. I had to pay $500 to American Airlines get me home. I drove back in Hartford looking for my bags no one has a clue stay away from frontier.,,Solo Leisure,Economy Class,San Diego to Hartford via Orlando,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10136,Frontier Airlines,1,"""customer service was very unprofessional""",11th July 2023,False, Yesterday my flight was cancelled from Orlando to Indianapolis 2 hours before flight time and the best they could do is give us a flight for the next day at 6pm with no food vouchers or hotel accommodations and the customer service was very unprofessional,,Couple Leisure,Economy Class,Orlando to Indianapolis,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10137,Frontier Airlines,1,"""pay them $99 for the carry on""",11th July 2023,True,  Beyond disgusted with the staff at Frontier. My family and I will never be flying this airline again. The staff for Flight 66 to Punta Cana from Miami was rude to everyone. They stopped me and said my bag was too big to be a personal item and I explained that the lady when I checked in said the bag was good. They separated me from my family and told me that my family will go to Punta Cana without if I donâ€™t pay them $99 for the carry on. I kept saying that the lady when I checked in said it was good. The agent felt it was necessary to mention my family going without me again. Frontier Airlines is nothing but a scam airline with horrible customer service. ,,Family Leisure,Economy Class,Miami to Punta Cana,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10138,Frontier Airlines,1,"""paying for carry-ons is insane""",11th July 2023,False,"  Genuinely couldn't be more disappointed. This flight was almost the equivalent of Murphys Law in travel forms. What was supposed to be a 1 hour flight took twice as long because we were on the tarmac so long. Also, paying for carry-ons is insane.",,Solo Leisure,Economy Class,Denver to Salt Lake,2023-07-01,1.0,2.0,,1.0,,,1.0,no,F9
10139,Frontier Airlines,1,"""the 24 hour window had passed""",11th July 2023,True,"  The system was down when I was trying to cancel it within the 24 hour window. By the time I was actually able to cancel it, the 24 hour window had passed, so I wasn't refunded. Who can I speak to about this. This was not my fault. Even an agent from Orbitz was trying to cancel it but the Frontier online system was down. This is not fair at all. I have the call log and everything. I did everything correctly on my end, therefore I don't think it's fair that I have to give up $93.98 for something that is not my fault. Orbitz said that Frontier has to be contacted about it and they cannot do anything on their end. I contacted Frontier and they canceled the flight but accessed an undeserved penalty which cost more than the flight itself. ",,Solo Leisure,Economy Class,Raleigh to Houston via Orlando,2023-07-01,,,,,,,1.0,no,F9
10140,Frontier Airlines,1,"""Cannot tell you how disappointed we are""",11th July 2023,False,"  Worst experience ever! I bought tickets for two and 10 minutes after I made the purchase, I got an email about it changing. These emails kept coming over the next 3-4 weeks to a point it changed 6 times. I tried contacting them but got their very poor chat system as you cannot talk to anyone (FYI, they said they went to that system to improve their customer service). Finally after several hours I contacted someone via chat and asked why it changed as their website says that flight was still available, got no help. It got so bad with changes and cancellations that I had to go to another airline to book one way tickets to get to our destination and had to pay out of my pocket. Now we fly back tomorrow and went in to check bags and it is going to cost right at $200 to check our bags (3 total). This by far, without a doubt, is the worst experience we have ever had. Our flight back was supposed to get us back home at 1pm and now because of all the changes, we are not getting home till 11pm (as of now). They are making us layover for 8.5 hours at another airport enroute home. Cannot tell you how disappointed we are. Their initial prices may seem good, but believe us, they will get it back from you. We will never fly Frontier again, do not let low prices fool you.",,Couple Leisure,Economy Class,Phoenix to Nashville ,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,F9
10141,Frontier Airlines,1,"""Booking with frontier is a gamble""",11th July 2023,True,"  Booked flight with Frontier 3+ weeks prior. Checked in 10 hrs before take off. Received notice flight was hour and half delayed. 3 hours before boarding received notice flight was canceled. Went thru all options, no offer to assist with another flight, no phone number to get a Re-booking, website routing just kept popping up with â€œdo you want a credit or a refundâ€. Tried for hours, only could reach robots with standard response like â€œgo to manage flightsâ€! Canâ€™t manage a canceled flight! Kept trying every avenue. Finally, 6 hours later, after booking a flight that cost 6 times more than my frontier flight I asked to write a complaint! I got a â€œchat agentâ€ that gave human responses which were â€œSorry we had to cancel flight we do this to ensure passengers safetyâ€ â€œSadly, I do not see where you contacted usâ€. When I asked for help getting home, rep offered me a flight 3 days from my original date at twice the moneyâ€¦ Word to the wise. If you can afford another airline, take it. If you have to fly frontier, take snacks and water, they wonâ€™t give you anything and may strand you and they will not help you to your booked destination. By the time they cancel, you could have booked first class tickets on a dependable, customer friendly and professional airline. As I told frontier, I may be slow but Iâ€™m not stupid. Booking with frontier is a gamble but you will eventually loose!",,Solo Leisure,Economy Class,Portland to Las Vegas,2023-07-01,,,,,,,4.0,no,F9
10142,Frontier Airlines,1,"""the most deceiving airline""",11th July 2023,True,"  This is the most deceiving airline I have ever flown with. They over charge for everything, from carry ons, to sit with the people you booked with, to water, to trying to check in before even pre board, I was charged $340 for 2 carry ons and to sit by my mom and son after I booked the tickets. The staff are completely unprofessional and rude. They took my moms Cain and put it above her and no other airline has done this to us. They had us waiting while they literally dragged garbage out in front of all us. Very unsanitary and gross. Donâ€™t they have CDC guidelines to follow for sanitation? Never take this airlines.",,Family Leisure,Economy Class,Las Vegas to Portland,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10143,Frontier Airlines,1,"""no one trust this so-called airline""",10th July 2023,False," Frontier is nothing more than a fraudulent corporation. My 6/24 flight was cancelled after checking in bags. Thee was no explanation but it was not due to inclement weather. In an attempt to economize an upcoming flight for a job interview, I booked again with Frontier. It was suggested I not take the chance and rebook with a more eligible airline. I was charged a cancellation fee and the ENTIRE value of the ticket with less than 25% available to book for a future flight. If this isn't a fraudulent money-grab, I don't know what to call it. I will suggest that no one trust this so-called airline.",,Solo Leisure,Economy Class,San Francisco to Tampa,2023-06-01,1.0,1.0,,2.0,,,1.0,no,F9
10144,Frontier Airlines,1,"""Our flight keeps getting delayed""",10th July 2023,True,  Our flight keeps getting delayed and all Frontier wants to say they can do is refund me my money (which wonâ€™t come back instantly) or we can switch our flight to a later flight. Our flight has been delayed twice already and itâ€™s not even raining where we are not where we are going. This is ridiculous and they just come up with excuses how they itâ€™s not their fault.,,Family Leisure,Economy Class,Atlanta to Orlando,2023-07-01,,,,1.0,,,1.0,no,F9
10145,Frontier Airlines,1,"""Never using them again""",10th July 2023,True," Worst experience ever! They canceled my flight, the email with options was an error page. The next flight they could put me on was over a day later. Never using them again.",,Solo Leisure,Economy Class,Arizona to Denver,2023-07-01,1.0,2.0,1.0,1.0,,,1.0,no,F9
10146,Frontier Airlines,1,"""most expensive flight you ever take""",10th July 2023,True,"  This will be the most expensive flight you ever take! They will cancel your flight mid way. Then delay and cancel again. Paid $600 to get my wife home on another airline to not miss work. I am on multiple days of trying to get home and I am posting this while standing in the customer ""service"" line for the 3rd time. I am about to rent a car to drive if I can't get a flight. Please it's not worth it. ",,Couple Leisure,Economy Class,Las Vegas to Nashville,2023-07-01,1.0,1.0,1.0,1.0,,,1.0,no,F9
10147,Frontier Airlines,1,"""hope to never use this airline again""",10th July 2023,False,"  Flight was canceled. They left us sitting there till time when we should have been taking off. When tried to get information about what was going on the staff was very rude. Not offered a flight till the next night. No hotel vouchers given. Had to rent a car to get home for work which cost 400$ and driving most the night. Most of the staff were quite young and very belittling and demanding over the intercom and while being helped in line to try to get a refund. I hope to never use this airline again, it cannot be trusted.",,Couple Leisure,Economy Class,Phoenix to San Diego,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10148,Frontier Airlines,1,"""Absolutely the worst airline""",10th July 2023,False,"  Absolutely the worst airline. First overbooked the flight, then cancelled the flight when boarding was to begin. Customer service is a joke, refused to reimburse for hotel or vehicle rental, refused to compensate for lost wages as we lost a day of work due to their cancellation. Basically said too bad hereâ€™s your refund plus a $50 voucher to fly on our airline again.  Iâ€™ll walk before I fly Frontier again",,Family Leisure,Economy Class,Orlando to Philadelphia,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10149,Frontier Airlines,8,"""this person should be acknowledged""",10th July 2023,False,"  This review is strictly for an employee that my family feels deserves the recognition. MCO was chaotic and overwhelming. The kiosk machines were not working, other Frontier employees were dismissive. Aziza kindly and without reservation offered to assist us. She walked us through everything we needed Ana made us feel settled. It's been quite some time since we've traveled and we are tremendously thankful to have encountered such a wonderful, helpful person. I can't say much about the rest of our Frontier experience, but felt this person should be acknowledged for doing exactly what travelers expect... for being there with a smile. Thank you Aziza!",,Family Leisure,Economy Class,Orlando to Las Vegas,2023-06-01,1.0,3.0,,2.0,,,2.0,no,F9
10150,Frontier Airlines,1,"""so lousy and deceitful""",9th July 2023,True," Never ever fly with Frontier, it's an absolute disaster!!! My itinerary is from LAS to MSY with a layover in Denver. After boarding the flight in Denver to MSY (F9 478 on 06/30/2023), we were informed the flight has been cancelled; literally after boarding the flight. Didn't give us any reasons on why the flight is cancelled. After waiting in line for more than 2 hours, finally got a chance to speak to the agent at the customer desk. She was the only one who was dealing with all the passengers. She was miserable, and didn't care what the passengers were going through. I was told by her that there is no alternative to get to destination for the next 48 hours. I even requested her whether I could get a flight back to LAS, to which she denied. When asked for other options, I was told I could cancel the itinerary for full refund, and that too I have to claim for it online. Given no choice, I left the desk, filed for refund, and booked a different airline at that last minute for a whopping price to reach the destination. Later I came to know that only a partial refund was issued on my itinerary, I got flabbergasted looking at the email. I filed a complaint with the customer service on the deception. They got back to me saying since the first leg was flown, only a partial refund could be issued, and apologized for the deception with a $50 voucher for future flight travel with Frontier. Who want their credit because I would never ever in my life would choose Frontier again. Also, I will never recommend anyone to chose this airlines. This was my first and will be my last flight experience with Frontier. The airlines and their customer service is so lousy and deceitful, so please never chose this airlines for your travel, if you have a choice.",,Family Leisure,Economy Class,Las Vegas to New Orleans via Denver,2023-06-01,2.0,2.0,,1.0,,,1.0,no,F9
10151,Frontier Airlines,1,"""notified that our flight had been cancelled""",9th July 2023,False,"  My husband, our children and I flew from Sarasota to Philadelphia. When we got to Philadelphia for our return flight home, we were trying to do self check in and were notified that our flight had been cancelled and that we could either choose a different flight or a refund, but no other assistance was given - the guy just walked away. As we tried to decide what would be best to do, we chose a refund, and tried to book a later flight. Of course they wanted more money, so we went to the counter to see if they could get us on that flight for the same price of the original cancelled flight, and they kept saying â€œthereâ€™s nothing we can do.â€ This company nickels and dimes for everything, all the way down to charging for customer service, which was none existent anyway. This was our first and last flight with Frontier, and I will make sure that I tell everyone I come in contact with not to fly with them.",737,Family Leisure,Economy Class,"Sarasota, FL to Philadelphia, PA",2023-07-01,1.0,2.0,,1.0,1.0,1.0,1.0,no,F9
10152,Frontier Airlines,1,"""They won't even pay for a hotel""",9th July 2023,False,  Love them canceling my flight and only giving a refund in return. They won't even pay for a hotel for making me wait over a day and a half to get the next flight. Plus they charge as much money to add a carry on bag as the plane tickets. Luckily I only had to wait a short 12 hours at the airport to catch another flight with a different airline.,,Solo Leisure,Economy Class,Denver to Columbus,2023-07-01,,,,,,,2.0,no,F9
10153,Frontier Airlines,1,"""This airline takes all joy from flying""",9th July 2023,True,"  _x000D_
This airline takes all joy from flying. Not a bargain airline. My Orlando to Detroit trip was an hour late departing. Checking flight status app, that flight is always late departing. The gotcha fees are brutal. Show up with a heavy bag - there goes a quick $100.00. For 12lbs! Buy a decent seat $84.00. Expect to get bumped. I did - their offer was to fly me to San Francisco where I would spend the night and fly to Detroit the next day. Sounds like fun but I would arrive in San Fran at 3 in the morning with no accommodation. I had to buy from another airline. Frontier sent me a voucher for $150.00. To fly this airline again? My masochism has limits.",,Couple Leisure,Economy Class,Orlando to Detroit,2023-07-01,2.0,1.0,,1.0,,,1.0,no,F9
10154,Frontier Airlines,1,"""such poor customer service""",9th July 2023,True,"  The worst airline service that I have never flown on. Their hidden fees are ridiculous. We were charged 104 per bag whether we chose to carry the bag on or check the bag. We still had to pay 104 dollars per bag. So we elected to check our bags and our childrenâ€™s car seats.  I was irritated that I was charged 104 per bag but at this point we had no option as it was approaching boarding time. Then we were in line to board our flight (no announcements made at any point that boarding had begun) boarding tickets in hand, when the woman in front of us for whatever reason boarding ticket wouldnâ€™t scan. The woman working for Frontier and scanning boarding tickets then proceeds to close the door to the ramp to board the plane. She then proceeds to tell the woman in front of us and us that we would not be allowed on the plane because we did not arrive prior to their 15 minute boarding warning. Mind you we were in line with everyone else and the door to the ramp was still open. We had zero control over how quick or slow the line moved. She then tells us that the plane is full and our seats are no longer available. That we would need to rebook. I have called their â€œsupposedâ€ customer service line which doesnâ€™t even connect you to a Frontier agent. They have an option to file a complaint online, which I did, and I received an automated response that it could be up to 7 days before I receive a response. The staff were extremely rude. They did not care that I had a 3, 6, and 12 year old with me. That we had no luggage or car seats. They dismissed us like we were trash and they could have cared less. Never in my life have I ever experienced such poor customer service and overall service in general. I will never fly Frontier or recommend them to anyone. We ended up having to rent a car and drive almost 10 hours home. We purchased 5 airline tickets and never flew, paid 312 dollars in luggage fees, and 300 plus for the rental car and car seat rentals. ",,Family Leisure,Economy Class,Philadelphia to Charlotte,2023-07-01,,,,1.0,,,1.0,no,F9
10155,Frontier Airlines,1,"""I would not recommend this airline""",8th July 2023,True,"  Everything about this experience was awful. Hidden fees were only disclosed after the tickets had been paid for. The flight was cancelled, resulting in a 5-hour wait for checked-in bags. Furthermore, the second flight was delayed for an additional 3 hours. The staff seemed miserable, and the aircraft itself was in poor condition. I would not recommend this airline under any circumstances. ",,Family Leisure,Economy Class,Atlanta to San Francisco,2023-07-01,1.0,1.0,1.0,1.0,,,1.0,no,F9
10156,Frontier Airlines,1,"""Trust me you will regret it""",7th July 2023,True,"  Cheap is going to be expensive! Trust me you will regret it. Our whole trip was a mess. We booked a flight to Denver ticket for 3 and couldnâ€™t believe the price . Reached airport on time and received an email, they cancelled the flight. Says they refunds $100 And our trip to Colorado was cancelled making us loose tons of money on Airbnb we booked for 3 days / no refund 4 Activities that we have prebooked only half refund. And itâ€™s not like we can even bargain with them, like itâ€™s not going to go anywhere. Hopefully everyone learns the lesson and never books with them. ",,Family Leisure,Economy Class,Dallas Ft Worth to Denver,2023-07-01,,,,1.0,,,1.0,no,F9
10157,Frontier Airlines,1,"""had been a total of 4 delays""",7th July 2023,True,  Horrible from the time I booked the returning flight had been delayed & rerouted Iâ€™m sitting in the airport right now itâ€™s been over 7 hours I have 4 young children who donâ€™t understand whatâ€™s going on &amp. I also have a job I need to attend or Iâ€™ll be forced to call off there had been a total of 4 delays just sitting here waiting to get back home. This is beyond ridiculous. I will never book with them nor recommend. I guess you get what you pay for!,,Family Leisure,Economy Class,Orlando to Chicago,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10158,Frontier Airlines,1,"""nickel and dime you for everything""",6th July 2023,True," This was a flight that my daughter chose because their prices were so cheap, but we quickly found that there was a catch. First off, they nickel and dime you for everything from your carry on, your purse, all the way to a cup of water. The plastic chairs have zero comfort. The staff are rude and really donâ€™t care what you want or need. I sat In an aisle seat and the employee continued to walk by me hitting me and never once apologized. It was a 5 hour flight and it was just horrible, the flight, the energy, and the people. Never again, I will stay with Alaska and Delta from now on. Even though their tickets are slightly more, at least they welcome me with a drink I don't have to pay for and Iâ€™ll never pay to carry my purse with me.",,Solo Leisure,Economy Class,Orlando to San Diego,2023-07-01,1.0,1.0,,1.0,,,1.0,no,F9
10159,Frontier Airlines,1,"""Worst airline""",6th July 2023,False,"  Worst airline. Flight got cancelled and no alternate options. Will not reimburse for the expenses incurred like another airline tickets, hotel rooms, meals etc. every time there is horrible delays and cancellations. No customer service number or options to connect.",,Family Leisure,Economy Class,San Francisco to Dallas,2023-07-01,,,,,,,1.0,no,F9
10160,Frontier Airlines,2,"""good at driving your blood pressure high""",6th July 2023,False,"  Frontier Gate Staff at some airports, especially Philadelphia and Dallas will make you feel like you're a charity case and they are so rude and arrogant. The are very good at driving your blood pressure high. Their new chat bot based customer service is terrible because it keeps populating and prompting same set of Q&As. You can see that someone manually entered these Q&As to prompt and answer, so you're basically stuck with that and getting a person on the phone is very difficult. They switch their Gates and sometimes at the last minute and there will be no notification to your email or phone. If you miss the announcement or happen to be in the restroom then you basically miss the flight waiting at the wrong gate. Go Wild Pass Review: I was not able to book a single flight to Miami, Las Vegas, San Francisco, San Diego, Seattle, Denver and to other major destinations from NYC(LGA) during this summer season using Go Wild Pass . So, my only options are either Philadelphia or Islip, NY. Philly is 100 miles from where I live and Islip, NY is 60 miles and both options are costly and time consuming. If someone from NYC thinking to buy Go Wild Pass then be aware that during the high season your chances are zero that you'll be able to use the pass from NYC (LGA).",,Solo Leisure,Economy Class,Philadelphia to Las Vegas via Dallas,2023-06-01,1.0,2.0,,1.0,,,2.0,no,F9
