Review ID,Airline Name,Overall_Rating,Review_Title,Review_Date,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food_Beverages,Ground Service,Inflight Entertainment,Wifi_Connectivity,Value For Money,Recommended,IATA CODE,tokenized_review,sentiment_score,sentiment_label
18973,Spirit Airlines,1,"""never book a flight with Spirit Airlines again""",2022-06-25,24th June 2023,False,"  Sunday 18, I scheduled a 9:37 am flight to Las Vegas but we couldn't board because a flight attendant was coming from a different flight. This wait was 2 hours. Coming back, Friday 12am we leave on time at 6:45pm but couldn't get off the plane until there was an open gate. The pilot explained this would take 25 mins but it was an hour after we landed. Finally got off the plane at 1:30am. I will never book a flight with Spirit Airlines again.",,Family Leisure,Economy Class,Chicago to Las Vegas,6/1/2023,5.0,2.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['sunday', 'schedule', 'flight', 'la', 'vega', 'could', 'board', 'flight', 'attendant', 'come', 'different', 'flight', 'wait', 'hour', 'come', 'back', 'friday', 'leave', 'time', 'could', 'get', 'plane', 'open', 'gate', 'pilot', 'explain', 'would', 'take', 'min', 'hour', 'land', 'finally', 'get', 'plane', 'never', 'book', 'flight', 'spirit', 'airline']",0.021008333333333334,Neutral
18974,Spirit Airlines,2,"""can't change the booking for free""",2022-06-24,23rd June 2023,False,  I think it's unfair that customers aren't able to change their flights without paying $120 dollars. I accidentally booked a flight for Spirit for the wrong days and I don't think it's fair that they can't change the booking for free. It was a mistake. Most other airlines let you change the booking for free or charge a small fee. ,,Solo Leisure,Economy Class,Austin to Santo Domingo via Fort Lauderdale,6/1/2023,,,,,,,2.0,no,NK,"['think', 'unfair', 'customer', 'able', 'change', 'flight', 'without', 'pay', 'dollar', 'accidentally', 'book', 'flight', 'spirit', 'wrong', 'day', 'think', 'fair', 'ca', 'change', 'book', 'free', 'mistake', 'airline', 'let', 'change', 'book', 'free', 'charge', 'small', 'fee']",-0.041006250000000015,Neutral
18975,Spirit Airlines,1,"""the worst experience ever""",2022-06-23,21st June 2023,True,"  This is the worst airline ever, my flight was delayed, the they put us in the plane to tell me an hour later that I need it to get out, then 6 hours later and still here and donâ€™t even know what is the problem with my plane because they keep saying they are doing maintenance and do not give any other information. I am at the airport and I do not know if I am gonna be able to catch this flight today, this is the worst experience ever.",,Couple Leisure,Economy Class,Cancun to fort Lauderdale,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['bad', 'airline', 'ever', 'flight', 'delay', 'put', 'u', 'plane', 'tell', 'hour', 'later', 'need', 'get', 'hour', 'later', 'still', 'even', 'know', 'problem', 'plane', 'keep', 'say', 'maintenance', 'give', 'information', 'airport', 'know', 'gon', 'na', 'able', 'catch', 'flight', 'today', 'bad', 'experience', 'ever']",-0.4958125,Negative
18976,Spirit Airlines,1,"""Next step is waiting for my full refund""",2022-06-21,20th June 2023,False,"  This is a first for me writing a review as Iâ€™m very understanding of circumstances that are controllable and not controllable. Iâ€™ve worked in the Airline industry before actually as a Transportation manager for a catering company that actually serviced Spirit Airlines out of LAX. This was my 1st time actually flying on Spirit and I had my reservations about doing so, just based on the reputation but I placed my faith in believing my experience would be different. Yesterday I arrive at LAX for my flight to San Juan Puerto Rico about 2 hours prior to departure. I head to kiosk to print my boarding passes, and when I put in my confirmation #. I received a message that Iâ€™m checking in too early and my flight is scheduled to leave tomorrow - please see an agent. So then I must stand in this line to get to an agent for over an hour. I learned my connecting flight to Detroit was cancelled. When I finally got the counter the agent told me that my next flight out is in 2 days. My trip was from Monday to Friday now this issue has caused me to lose 3 days out of my trip and if I flew out Wednesday night I basically would turn right back around. I was looking forward to this 1st time trip to Puerto Rico but it looks like that has been delayed. The only options I had was to take the flight change or refund. Obviously I had to do the refund as I was losing on my reserved hotel room that I had for this 2 days, and honestly there was no way I was going to go through the nightmare of getting home. I cut my loses and then proceeded with a refund. As much as I had planned and anticipated the trip all the joy was lost. At the time Iâ€™m writing this I should have already landed and been taking in the island but since my vacation was canceled I returned back to work for a vacation I had planned for months. Next step is waiting for my full refund. When I initially purchased the tickets it wasnâ€™t about the price of the ticket but the time of the flights that fit well with my schedule. Spirit mostly likely will not be that option for me in the future.",,Solo Leisure,Premium Economy,Los Angeles to San Juan,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['first', 'write', 'review', 'understanding', 'circumstance', 'controllable', 'controllable', 'worked', 'airline', 'industry', 'actually', 'transportation', 'manager', 'cater', 'company', 'actually', 'service', 'spirit', 'airline', 'lax', 'time', 'actually', 'fly', 'spirit', 'reservation', 'base', 'reputation', 'place', 'faith', 'believing', 'experience', 'would', 'different', 'yesterday', 'arrive', 'lax', 'flight', 'san', 'juan', 'puerto', 'rico', 'hour', 'prior', 'departure', 'head', 'kiosk', 'print', 'boarding', 'pass', 'put', 'confirmation', 'receive', 'message', 'check', 'early', 'flight', 'schedule', 'leave', 'tomorrow', 'please', 'see', 'agent', 'must', 'stand', 'line', 'get', 'agent', 'hour', 'learn', 'connect', 'flight', 'detroit', 'cancel', 'finally', 'get', 'counter', 'agent', 'tell', 'next', 'flight', 'day', 'trip', 'monday', 'friday', 'issue', 'cause', 'lose', 'day', 'trip', 'fly', 'wednesday', 'night', 'basically', 'would', 'turn', 'right', 'back', 'around', 'look', 'forward', 'time', 'trip', 'puerto', 'rico', 'look', 'like', 'delayed', 'option', 'take', 'flight', 'change', 'refund', 'obviously', 'refund', 'lose', 'reserved', 'hotel', 'room', 'day', 'honestly', 'way', 'go', 'go', 'nightmare', 'get', 'home', 'cut', 'lose', 'proceed', 'refund', 'much', 'plan', 'anticipated', 'trip', 'joy', 'lose', 'time', 'write', 'already', 'land', 'take', 'island', 'since', 'vacation', 'cancel', 'return', 'back', 'work', 'vacation', 'plan', 'month', 'next', 'step', 'wait', 'full', 'refund', 'initially', 'purchase', 'ticket', 'price', 'ticket', 'time', 'flight', 'fit', 'well', 'schedule', 'spirit', 'mostly', 'likely', 'option', 'future']",0.0659672932330827,Positive
18977,Spirit Airlines,2,"""greatly disappointed in the way we were treated""",2022-06-20,20th June 2023,True,"  I never knew that in this time and age, there would be people working in the airline industry without any semblance of professionalism. My husband and I had the worst experience traveling back home to Orlando from Phoenix. The Spirit agents were very unprofessional in relaying to us and other passengers about our delayed flight. The team members all need frequent practical and developmental courses on how to deal with passengers whenever there is a situation involving delays and or flight cancelation. It was as if, passengers affected by these circumstances are not seen as important anymore. The agents and supervisors on schedule during that time were very pompous and inconsiderate towards the passengers being affected. I am greatly disappointed in the way we were treated by those agents working at that particular time and date. It is not my intention to travel with the Spirit Airlines anytime soon!",,Couple Leisure,Economy Class,Phoenix to Orlando,6/1/2023,3.0,2.0,,1.0,,,2.0,no,NK,"['never', 'know', 'time', 'age', 'would', 'people', 'work', 'airline', 'industry', 'without', 'semblance', 'professionalism', 'husband', 'bad', 'experience', 'travel', 'back', 'home', 'orlando', 'phoenix', 'spirit', 'agent', 'unprofessional', 'relay', 'u', 'passenger', 'delay', 'flight', 'team', 'member', 'need', 'frequent', 'practical', 'developmental', 'course', 'deal', 'passenger', 'whenever', 'situation', 'involve', 'delay', 'flight', 'cancelation', 'passenger', 'affect', 'circumstance', 'see', 'important', 'anymore', 'agent', 'supervisor', 'schedule', 'time', 'pompous', 'inconsiderate', 'towards', 'passenger', 'affect', 'greatly', 'disappointed', 'way', 'treat', 'agent', 'work', 'particular', 'time', 'date', 'intention', 'travel', 'spirit', 'airline', 'anytime', 'soon']",-0.15103541666666667,Negative
18978,Spirit Airlines,1,"""1 hour before boarding they cancel the flight""",2022-06-20,20th June 2023,True," It was my worst experience. I made check in, we passed TSA and 1 hour before boarding they cancel the flight. We have to comeback to terminal A, look for our luggage and try to get help, it took us 1 hour of standing in line for help. Then we got a fight to Atlantic City, we had to pay 300 dollars to get home. It was really bad, we have two kids and were very frustrated. Me and my family advise people to not take this company, they are very unprofessional and the associates are rude.",,Family Leisure,Economy Class,Orlando to Newark ,6/1/2023,1.0,4.0,1.0,1.0,,1.0,1.0,no,NK,"['bad', 'experience', 'make', 'check', 'pass', 'tsa', 'hour', 'board', 'cancel', 'flight', 'comeback', 'terminal', 'look', 'luggage', 'try', 'get', 'help', 'take', 'u', 'hour', 'stand', 'line', 'help', 'get', 'fight', 'atlantic', 'city', 'pay', 'dollar', 'get', 'home', 'really', 'bad', 'two', 'kid', 'frustrate', 'family', 'advise', 'people', 'take', 'company', 'unprofessional', 'associate', 'rude']",-0.3425333333333333,Negative
18979,Spirit Airlines,1,"""customer service is very worst""",2022-06-20,19th June 2023,True,"  I booked my flight for 198$. I have a flight at 12.30pm but delayed multiple times and finally to 6pm. After reaching Atlanta again delayed for 5 hours and then they cancelled the flight. When I went to them and talked. They said they are going give me the full refund. I waited in the airport until 5am and booked a new flight for 200$ on United Airlines. Reached IAD. I received mail from Spirit Airlines saying they are going to refund me only 45$. Initially for the full refund they sent me a receipt. Now they changed their mind and not given a single $ of a refund. I'm a student, I cannot afford more amount and i booked a ticket for 198$ for two way. Now my flight cancelled and i booked on more for 200$ . Total 400$ i paid. I haven't waited this many hours in airport in my life time. They wasted more than 12 hours of my time, my money, I don't even have a proper food and accomodation. The customer service is very worst. Their answers are rude, They are not even caring our pain and not even considering our words. I hate spirit airlines. Please people don't choose Spirit airlines.",,Solo Leisure,Economy Class,Dallas to Baltimore via Dallas,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['booked', 'flight', 'flight', 'delay', 'multiple', 'time', 'finally', 'reach', 'atlanta', 'delayed', 'hour', 'cancel', 'flight', 'go', 'talk', 'say', 'go', 'give', 'full', 'refund', 'wait', 'airport', 'book', 'new', 'flight', 'unite', 'airline', 'reach', 'iad', 'receive', 'mail', 'spirit', 'airline', 'say', 'go', 'refund', 'initially', 'full', 'refund', 'send', 'receipt', 'change', 'mind', 'give', 'single', 'refund', 'student', 'afford', 'amount', 'book', 'ticket', 'two', 'way', 'flight', 'cancel', 'booked', 'total', 'pay', 'wait', 'many', 'hour', 'airport', 'life', 'time', 'waste', 'hour', 'time', 'money', 'even', 'proper', 'food', 'accomodation', 'customer', 'service', 'bad', 'answer', 'rude', 'even', 'care', 'pain', 'even', 'consider', 'word', 'hate', 'spirit', 'airline', 'please', 'people', 'choose', 'spirit', 'airline']",-0.060822761449077244,Negative
18980,Spirit Airlines,1,"""Terrible terrible terrible!""",2022-06-19,19th June 2023,False,  Terrible terrible terrible! They basically left us in the airport without any accommodations and said that our next flight out would be in 2 days from the original date. Theyâ€™re horrible! Everyone that flew Spirit was left in the airport for dead!,,Solo Leisure,Economy Class,Fort Lauderdale to St. Croix,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['terrible', 'terrible', 'terrible', 'basically', 'leave', 'u', 'airport', 'without', 'accommodation', 'say', 'next', 'flight', 'would', 'day', 'original', 'date', 'horrible', 'everyone', 'fly', 'spirit', 'leave', 'airport', 'dead']",-0.4658875,Negative
18981,Spirit Airlines,1,"""Avoid if at all possible""",2022-06-19,19th June 2023,False,"  The worst. Will make you wait for hours, then cancel your flight. Will not give a refund for the flights or even a flight credit. Needless to say, the additional expenses incurred with hotel/food/Uber/ect was also not considered. They had one person at the rebooking counter and 400 people in line. Avoid if at all possible.",,Family Leisure,Economy Class,Pensacola to Dominican Republic,6/1/2023,1.0,2.0,,1.0,1.0,1.0,1.0,no,NK,"['worst', 'make', 'wait', 'hour', 'cancel', 'flight', 'give', 'refund', 'flight', 'even', 'flight', 'credit', 'needless', 'say', 'additional', 'expense', 'incur', 'also', 'consider', 'one', 'person', 'rebooking', 'counter', 'people', 'line', 'avoid', 'possible']",-0.19075833333333334,Negative
18982,Spirit Airlines,1,"""cancelled our flight for no reason""",2022-06-19,19th June 2023,False,  They cancelled our flight for no reason and didn't even email us to let us know. If I hadn't looked we would have been stranded in the airport. The seats are uncomfortable . Literally worst airline ever. Will not be flying them again!,,Couple Leisure,Economy Class,New Orleans to Fort Lauderdale,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['cancelled', 'flight', 'reason', 'even', 'email', 'u', 'let', 'u', 'know', 'look', 'would', 'strand', 'airport', 'seat', 'uncomfortable', 'literally', 'bad', 'airline', 'ever', 'fly']",-0.30006,Negative
18983,Spirit Airlines,1,"""stranded at the airport""",2022-06-19,18th June 2023,True,"  Just friendly warning to any customers. Iâ€™m gonna fly with spirit airline do not waste your money and your time you gonna end up with cancelling your flight and you have to stay at the airport for the next day and they do not offer you a hotel room and all the agents donâ€™t know what theyâ€™re doing and nobody is interested in helping you out. You have to wait for a supervisor to do anything at all. I spent more than 2 hours at the counter trying to find an alternate flight, and all for nothing. Me, along with around 20 other customers ended up stranded at the airport and the police had to be called.",,Family Leisure,Economy Class,Las Vegas to Nashville,6/1/2023,,,,1.0,,,1.0,no,NK,"['friendly', 'warn', 'customer', 'gon', 'na', 'fly', 'spirit', 'airline', 'waste', 'money', 'time', 'gon', 'na', 'end', 'cancel', 'flight', 'stay', 'airport', 'next', 'day', 'offer', 'hotel', 'room', 'agent', 'know', 'nobody', 'interested', 'help', 'wait', 'supervisor', 'anything', 'spent', 'hour', 'counter', 'try', 'find', 'alternate', 'flight', 'nothing', 'along', 'around', 'customer', 'end', 'stranded', 'airport', 'police', 'call']",0.16027333333333332,Positive
18984,Spirit Airlines,1,"""Went through the worst experience""",2022-06-18,18th June 2023,False,  Went through the worst experience while trying to leave Houston. Waited (after checking in online) for hours in the line to drop our bags after going through the whole process of self checking our bags then had to wait the entire line anyway to drop the bags (felt like I was doing self checkout at Walmart only to have to wait in the line anyway). The people at the counter couldnâ€™t have cared less how much of an inconvenience it was then about halfway through the line we were told to move aside to let a group through because they were in danger of missing their flight (no fault of ours but we got screwed again anyway). Finally got on the flight then while trying to leave Cabo we were told we were being delayed due to weather although all the other airlines were able to make their flights to the same airport go through. Now our flight that was supposed to leave at 3 now says itâ€™s being delayed until after 9pm. Itâ€™s very obvious theyâ€™ve cancelled the flight and will be trying to cram us on the next one which at that point will be over crowded and theyâ€™ll be asking people to catch the next one as usual. And all the while Iâ€™m on hold with â€œSpirit airlines customer serviceâ€ if there even really is such a thing. Still waiting for a human to answer the phone. ,,Family Leisure,Economy Class,Houston to San JosÃ© del Cabo,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['go', 'bad', 'experience', 'try', 'leave', 'houston', 'wait', 'check', 'online', 'hour', 'line', 'drop', 'bag', 'go', 'whole', 'process', 'self', 'checking', 'bag', 'wait', 'entire', 'line', 'anyway', 'drop', 'bag', 'felt', 'like', 'self', 'checkout', 'walmart', 'wait', 'line', 'anyway', 'people', 'counter', 'care', 'less', 'much', 'inconvenience', 'halfway', 'line', 'tell', 'move', 'aside', 'let', 'group', 'danger', 'miss', 'flight', 'fault', 'get', 'screw', 'anyway', 'finally', 'get', 'flight', 'try', 'leave', 'cabo', 'tell', 'delay', 'due', 'weather', 'although', 'airline', 'able', 'make', 'flight', 'airport', 'go', 'flight', 'suppose', 'leave', 'say', 'delay', 'obvious', 'cancelled', 'flight', 'try', 'cram', 'u', 'next', 'one', 'point', 'crowd', 'ask', 'people', 'catch', 'next', 'one', 'usual', 'hold', 'airline', 'customer', 'even', 'really', 'thing', 'still', 'wait', 'human', 'answer', 'phone']",-0.2197555555555556,Negative
18985,Spirit Airlines,1,"""Don't waste your time, it's not worth it""",2022-06-18,18th June 2023,False,"  Absolutely the worst experience ever. They were late, very disorganized, over priced on luggage, their self check in is flawed and we ended up having to help, they flew us our of different terminals which created major luggage problems. I will never fly this airline again. Don't waste your time, it's not worth it.",,Couple Leisure,Economy Class,Dallas to Los Angeles,6/1/2023,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['absolutely', 'bad', 'experience', 'ever', 'late', 'disorganize', 'price', 'luggage', 'self', 'check', 'flaw', 'end', 'help', 'fly', 'u', 'different', 'terminal', 'create', 'major', 'luggage', 'problem', 'never', 'fly', 'airline', 'waste', 'time', 'worth']",-0.212075,Negative
18986,Spirit Airlines,1,"""the worst flight experience""",2022-06-18,17th June 2023,True,"  The airplane was so poorly designed that the plane seats seemed to be intentionally crafted to torture. It was the worst flight experience I have ever had! I will never under any circumstances, purchase another ticket from Spirit Airlines.",,Family Leisure,Economy Class,Los Angeles to Dallas ,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['airplane', 'poorly', 'design', 'plane', 'seat', 'seem', 'intentionally', 'craft', 'torture', 'bad', 'flight', 'experience', 'ever', 'never', 'circumstance', 'purchase', 'another', 'ticket', 'spirit', 'airline']",-0.4133833333333333,Negative
18987,Spirit Airlines,1,"""ridiculous and ripoff, unacceptable service""",2022-06-17,17th June 2023,False,"  I arrived for check-in about 1 hour and 15 minutes early, and before they charge me for my luggage ($89), and start check-in though an agent they told me that I'm late and there will be no refund. This is what's happened. An assistant next to to the kiosk spent 20 minutes to charge me for the luggage with an assistant of another associate, then told me to see an agent because kiosk will not check-in me. I spent 20-30 minutes on line (I was the 2nd customer) to wait for.my turn, then an agent spent another 20-25 minutes to tell me at the end that I'm late. This was ridiculous and ripoff, unacceptable service. I asked for a full refund so I could fly with other airline. They said: call customer service. So I did. After staying on hold for 15 minutes, I was told that the best they can do is to give a credit for about half the price I paid total. I'm so upset, I have to call my credit card customer service to dispute this pandit ripoff. Such companies should not exist.",,Business,Economy Class,Dallas-Fort to Oakland ,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['arrive', 'hour', 'minute', 'early', 'charge', 'luggage', 'start', 'though', 'agent', 'tell', 'late', 'refund', 'happen', 'assistant', 'next', 'kiosk', 'spend', 'minute', 'charge', 'luggage', 'assistant', 'another', 'associate', 'tell', 'see', 'agent', 'kiosk', 'spent', 'minute', 'line', 'customer', 'wait', 'turn', 'agent', 'spent', 'another', 'minute', 'tell', 'end', 'late', 'ridiculous', 'ripoff', 'unacceptable', 'service', 'ask', 'full', 'refund', 'could', 'fly', 'airline', 'say', 'call', 'customer', 'service', 'stay', 'hold', 'minute', 'tell', 'best', 'give', 'credit', 'half', 'price', 'pay', 'total', 'upset', 'call', 'credit', 'card', 'customer', 'service', 'dispute', 'pandit', 'ripoff', 'company', 'exist']",-0.02884949494949495,Neutral
18988,Spirit Airlines,1,"""terrible non-existent customer service""",2022-06-17,16th June 2023,True," Leaving Texas March 14,2023 (NK857) we experienced a two hour delay because the Spirit computer system was down. No compensation it was business as usual. I booked a flight to Puerto Rico in advance a (Direct flight). 3 months later I find in my (email) they cancelled my flight. So I had to rebook with only connecting flights (layovers) offered. They made it seem like they were doing me a favor by rebooking on a layover flight. Nothing worst than an airline cancelling your flight and then being treated like they're doing you a favor. Then the only way to make a complaint is to write an email to their terrible non-existent customer service. The only way to talk to a Spirit agent is to book flights (to take your money). If they cancel your flight or cause you an inconvenience, then it's email. One-way customer service is not customer service. Now I know one of the reasons why Spirit has a bad reputation.",A321,Couple Leisure,Economy Class,New York to Houston,3/1/2023,1.0,2.0,1.0,2.0,1.0,2.0,2.0,no,NK,"['leave', 'texas', 'march', 'experience', 'two', 'hour', 'delay', 'spirit', 'computer', 'system', 'compensation', 'business', 'usual', 'book', 'flight', 'puerto', 'rico', 'advance', 'direct', 'flight', 'month', 'later', 'find', 'email', 'cancel', 'flight', 'rebook', 'connect', 'flight', 'layover', 'offer', 'make', 'seem', 'like', 'favor', 'rebooking', 'layover', 'flight', 'nothing', 'bad', 'airline', 'cancel', 'flight', 'treat', 'like', 'favor', 'way', 'make', 'complaint', 'write', 'email', 'terrible', 'customer', 'service', 'way', 'talk', 'spirit', 'agent', 'book', 'flight', 'take', 'money', 'cancel', 'flight', 'cause', 'inconvenience', 'email', 'customer', 'service', 'customer', 'service', 'know', 'one', 'reason', 'spirit', 'bad', 'reputation']",-0.11193796296296295,Negative
18989,Spirit Airlines,1,"""not weather related cancellation""",2022-06-16,16th June 2023,True," Email received at 4:48PM for flight next morning at 9:21AM. How are people suppose to alter important plans within this short time? This was not weather related cancellation. I had appointments in Tampa ""Hi Spirit Guest, While we understand that changes to travel plans are not ideal, we need to notify you of the following change(s) to your flight: â€¢ This flight has been cancelled"".",A320,Solo Leisure,Economy Class,Pittsburgh to Orlando,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['email', 'receive', 'flight', 'next', 'morning', 'people', 'suppose', 'alter', 'important', 'plan', 'within', 'short', 'time', 'weather', 'related', 'cancellation', 'appointment', 'tampa', 'hi', 'spirit', 'guest', 'understand', 'change', 'travel', 'plan', 'ideal', 'need', 'notify', 'follow', 'change', 'flight', 'flight', 'cancel']",-0.011299999999999998,Neutral
18990,Spirit Airlines,1,"""never use this airline again"" ",2022-06-16,16th June 2023,True,"Â Â The seats were hard, the seats are too small and too close together. Charging for carry on luggage that fits in the overhead, is ridiculous and insane. My ticket was only $165.00 and had to pay that much for my luggage. I will fly Spirit competitors in the future. I will never use this airline again.",,Solo Leisure,Economy Class,Cleveland to Orlando,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['â', 'â', 'seat', 'hard', 'seat', 'small', 'close', 'together', 'charge', 'carry', 'luggage', 'fit', 'overhead', 'ridiculous', 'insane', 'ticket', 'pay', 'much', 'luggage', 'fly', 'spirit', 'competitor', 'future', 'never', 'use', 'airline']",-0.11019000000000001,Negative
18991,Spirit Airlines,1,"""airline is a ripoff"" ",2022-06-16,16th June 2023,True,"Â Â This airline is a ripoff, the costumer service is the most horrible specially at the gate to check in , when you purchase a ticket with this airline it seems to be a good deal but itâ€™s not. I ended up paying a large amount of money to travel in a atrocious most uncomfortable seat, they donâ€™t give you not even a water as a courtesy. As the airport was packed and I didnâ€™t had much time to catch the fight the agent  changed me twice for my check in bag, first $85 dollars then another $125 for extra 10 pounds. I understand the $125 for over weight but on top of that $85? Is just an insult. So Iâ€™ll never travel with this airline again. No one should .",,Solo Leisure,Economy Class,Dallas to Fort Lauderdale,6/1/2023,1.0,1.0,1.0,1.0,1.0,,1.0,no,NK,"['â', 'â', 'airline', 'ripoff', 'costumer', 'service', 'horrible', 'specially', 'gate', 'check', 'purchase', 'ticket', 'airline', 'seem', 'good', 'deal', 'end', 'pay', 'large', 'amount', 'money', 'travel', 'atrocious', 'uncomfortable', 'seat', 'give', 'even', 'water', 'courtesy', 'airport', 'pack', 'much', 'time', 'catch', 'fight', 'agent', 'change', 'twice', 'check', 'bag', 'first', 'dollar', 'another', 'extra', 'pound', 'understand', 'weight', 'top', 'insult', 'never', 'travel', 'airline', 'one']",-0.03143163265306123,Neutral
18992,Spirit Airlines,1,"""airline has been absolute garbage"" ",2022-06-16,16th June 2023,True,"Â Â This is the second time this airline has been absolute garbage but this time takes the cake. I have a family emergency I have to fly for. After over 10 hours of multiple delays filled with nonsense, everyone's emotions were triggered but everyone seemed to remain calm and cooperative. we ended up waiting forever in Orlando to get to a gate. Traffic jam. While one attendant was so very nice and kind during the entire flight, another had the audacity to yell at us over the intercom that we were the problem for going to the bathroom and the reason we were waiting. Guess what! The pilot came on before and right after her display of unprofessionalism and stated that we had nowhere to go. ",,Solo Leisure,Economy Class,San Antonio to Orlando,6/1/2023,1.0,1.0,2.0,1.0,,1.0,1.0,no,NK,"['â', 'â', 'second', 'time', 'airline', 'absolute', 'garbage', 'time', 'take', 'cake', 'family', 'emergency', 'fly', 'hour', 'multiple', 'delay', 'fill', 'nonsense', 'everyone', 'emotion', 'trigger', 'everyone', 'seem', 'remain', 'calm', 'cooperative', 'end', 'wait', 'forever', 'orlando', 'get', 'gate', 'traffic', 'jam', 'one', 'attendant', 'nice', 'kind', 'entire', 'flight', 'another', 'audacity', 'yell', 'u', 'intercom', 'problem', 'go', 'bathroom', 'reason', 'wait', 'guess', 'pilot', 'come', 'right', 'display', 'unprofessionalism', 'state', 'nowhere', 'go']",0.14737172619047617,Positive
18993,Spirit Airlines,1,"""Do not book Spirit""",2022-06-16,15th June 2023,True," I'll skip most of the details because it would be a very long post to explain how bad Spirit screwed up. In short, we paid extra for reserved seats, paid extra for a bag that was over 40 lbs, then ended up missing our flight by maybe seconds. No other flights would get us to our cruise in time. We saved our vacation by finding a Southwest flight that was half the price of Spirit, no extra charges and no delays. I'm now sitting in JetBlue's terminal (same company) and our flight home has been delayed three times so far pushing it back 4 hours. We're also traveling with a 9 year old. I can't warn you this strongly enough. Do not under any circumstances book Spirit or JetBlue! If you already have, it will be worth it to eat the cancelation expenses.",,Family Leisure,Economy Class,Nashville to Ft Lauderdale,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['skip', 'detail', 'would', 'long', 'post', 'explain', 'bad', 'spirit', 'screw', 'short', 'pay', 'extra', 'reserve', 'seat', 'pay', 'extra', 'bag', 'lb', 'end', 'miss', 'flight', 'maybe', 'second', 'flight', 'would', 'get', 'u', 'cruise', 'time', 'saved', 'vacation', 'find', 'southwest', 'flight', 'half', 'price', 'spirit', 'extra', 'charge', 'delay', 'sit', 'jetblue', 'terminal', 'company', 'flight', 'home', 'delay', 'three', 'time', 'far', 'push', 'back', 'hour', 'also', 'travel', 'year', 'old', 'ca', 'warn', 'strongly', 'enough', 'circumstance', 'book', 'spirit', 'jetblue', 'already', 'worth', 'eat', 'cancelation', 'expense']",-0.038835185185185195,Neutral
18994,Spirit Airlines,1,"""eagerness to pocket your money""",2022-06-15,15th June 2023,False," I travel a lot throughout USA and used multiple airlines. This was the first time using Spirit, and guess what, they surprised me with their eagerness to pocket your money. I always travel with one small luggage and a computer backpack. Nobody charged for 2 piece of luggage. These guys charged me $99 with a big smile on their face.",,Solo Leisure,Economy Class,Oakland to Dallas,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,NK,"['travel', 'lot', 'throughout', 'usa', 'use', 'multiple', 'airline', 'first', 'time', 'use', 'spirit', 'guess', 'surprise', 'eagerness', 'pocket', 'money', 'always', 'travel', 'one', 'small', 'luggage', 'computer', 'backpack', 'nobody', 'charge', 'piece', 'luggage', 'guy', 'charge', 'big', 'smile', 'face']",0.06991999999999998,Positive
18995,Spirit Airlines,2,"""Seats most uncomfortable""",2022-06-15,14th June 2023,True, Very new plane. Seats were by far the most uncomfortable I've ever flown. And I've flown a lot. I'm average height 5â€™11â€ and 170 lbs not big or fat and my knees were very tight in seat. Plastic seats with almost no cushions plastic armrest with no padding no recline at all. And it was a new plane. Carry on bag over $70. I put them on my no fly list,,Solo Leisure,Economy Class,Detroit to Philadelphia,6/1/2023,1.0,3.0,,3.0,1.0,,1.0,no,NK,"['new', 'plane', 'seat', 'far', 'uncomfortable', 'ever', 'fly', 'flown', 'lot', 'average', 'height', 'lb', 'big', 'fat', 'knee', 'tight', 'seat', 'plastic', 'seat', 'almost', 'cushion', 'plastic', 'armrest', 'pad', 'recline', 'new', 'plane', 'carry', 'bag', 'put', 'fly', 'list']",-0.09315070346320346,Negative
18996,Spirit Airlines,1,"""charge outrageous baggage fees""",2022-06-14,12th June 2023,False," They were listed as the cheapest of all the flights only to find out later that they charge outrageous baggage fees. I'm extremely angry, as I thought I was getting a good deal to find out It was a bait and switch. $89 per bag for only 40lbs and $69 per carry-on is just ridiculous. Buyer beware when you think your getting the best deal check the baggage rates because they get you on the back-end!",,Family Leisure,Economy Class,Boston to Chicago,6/1/2023,1.0,1.0,,1.0,,,1.0,no,NK,"['list', 'cheap', 'flight', 'find', 'late', 'charge', 'outrageous', 'baggage', 'fee', 'extremely', 'angry', 'thought', 'get', 'good', 'deal', 'find', 'bait', 'switch', 'per', 'bag', 'per', 'ridiculous', 'buyer', 'beware', 'think', 'get', 'best', 'deal', 'check', 'baggage', 'rate', 'get']",0.034187499999999996,Neutral
